Part number;Mat;Fdn;d (mm);D (mm);Dd (mm);De (mm);Detol (mm);Dh (mm);Fn (N);Fntol (N);Lk (mm);L0 (mm);L0tol (mm);Ln (mm);sn (mm);S (mm);n (pc.);R (N/mm);Fndyn (N);Fndtol (N);Lndyn (mm);shdyn (mm);Gew (g);PG
VD-339Z-02;EN 10270-3-1.4310;Closed and ground;5;70;63.3;75;1.2;78;375.884;29.78; ;178;6.88;48.34;129.67;31.455;5.5;2.899;360.158;29.51;53.76;48.59;255.9879;AG
VD-339Z-03;EN 10270-3-1.4310;Closed and ground;5;70;63.3;75;1.2;78;382.194;27.83; ;273;9.69;69.25;203.76;31.529;8.5;1.876;366.465;27.56;77.63;73.18;358.3831;AK
VD-339Z-04;EN 10270-3-1.4310;Closed and ground;5;70;63.3;75;1.2;78;384.903;26.44;267.15;430;14.34;104.1;325.91;31.481;13.5;1.181;369.189;26.17;117.4;114.95;529.0417;AN
VD-340;EN 10270-3-1.4310;Closed and ground;5;63;56.5;68;1;71;541.039;36.62; ;120;3.74;33.42;86.58;32.857;3.5;6.249;507.717;36.3;38.75;14.71;168.952;AF
VD-341;EN 10270-3-1.4310;Closed and ground;5;63;56.5;68;1;71;529.678;33.12; ;180;5.16;46.8;133.2;31.818;5.5;3.977;511.182;32.79;51.45;23.1;230.3891;AG
VD-342;EN 10270-3-1.4310;Closed and ground;5;63;56.5;68;1;71;535.526;31.1; ;275;7.26;66.87;208.13;31.765;8.5;2.573;510.75;30.78;76.5;35.68;322.5448;AK
VD-343;EN 10270-3-1.4310;Closed and ground;5;63;56.5;68;1;71;527.292;29.68;253.74;395;10.05;93.63;301.37;31.2;12.5;1.75;508.279;29.36;104.5;52.89;445.419;AL
VD-343A;EN 10270-3-1.4310;Closed and ground;5;63;56.5;68;1;71;308.819;24.98;253.74;395;14.23;133.78;261.22;21.081;18.5;1.182;290.327;24.65;149.42;183.08;629.7303;AM
VD-344;EN 10270-3-1.4310;Closed and ground;5;63;56.5;68;1;71;533.439;28.9;503.35;585;14.23;133.78;451.22;31.351;18.5;1.182;510.124;28.58;153.5;78.06;629.7303;AO
VD-344A;EN 10270-3-1.4310;Closed and ground;5;63;56.5;68;1;71;412.591;26.46;503.35;585;17.01;160.54;424.46;25.778;22.5;0.972;394.104;26.13;179.56;160.57;752.6046;AR
VD-344A-10;EN 10270-3-1.4310;Closed and ground;5;55;48.5;60;1;62.2;446.786;32.68; ;190;5.35;67.67;122.33;20.556;9;3.652;423.658;30.32;74;51.51;294.9956;AK
VD-344A-12;EN 10270-3-1.4310;Closed and ground;5;55;48.5;60;1;62.2;446.563;35.43; ;80;3;32.45;47.55;21.429;3.5;9.391;423.084;35.1;34.95;20.8;147.4978;AE
VD-344A-14;EN 10270-3-1.4310;Closed and ground;5;55;48.5;60;1;62.2;446.733;31.93; ;120;4;45.25;74.75;20.909;5.5;5.976;423.127;31.6;49.2;32.6;201.1334;AF
VD-344B;EN 10270-3-1.4310;Closed and ground;5;50;43.7;55;0.8;56.8;426.563;38.03; ;66;2.1;31.88;34.13;17.429;3.5;12.5;399.125;37.55;34.07;19.14;134.0889;AE
VD-345;EN 10270-3-1.4310;Closed and ground;5;50;43.7;55;0.8;56.8;664.063;42.18; ;85;2.1;31.88;53.13;22.857;3.5;12.5;627.5;41.7;34.8;9.02;134.0889;AF
VD-345A;EN 10270-3-1.4310;Closed and ground;5;50;43.7;55;0.8;56.8;442.472;34.58; ;100;2.9;44.38;55.63;17.273;5.5;7.955;415.068;34.11;47.82;28.91;182.8485;AF
VD-346;EN 10270-3-1.4310;Closed and ground;5;50;43.7;55;0.8;56.8;681.108;38.75; ;130;2.9;44.38;85.63;22.727;5.5;7.955;622.92;38.27;51.69;14.18;182.8485;AG
VD-346A;EN 10270-3-1.4310;Closed and ground;5;50;43.7;55;0.8;56.8;447.151;32.28; ;150;4.08;63.13;86.88;17.059;8.5;5.147;419.743;31.8;68.45;44.22;255.9879;AG
VD-347;EN 10270-3-1.4310;Closed and ground;5;50;43.7;55;0.8;56.8;678.768;36.32; ;195;4.08;63.13;131.88;22.353;8.5;5.147;623.051;35.85;73.95;21.91;255.9879;AH
VD-347A;EN 10270-3-1.4310;Closed and ground;5;50;43.7;55;0.8;56.8;455.729;30.77; ;235;6.05;94.38;140.63;17.037;13.5;3.241;428.361;30.29;102.82;68.72;377.887;AH
VD-348;EN 10270-3-1.4310;Closed and ground;5;50;43.7;55;0.8;56.8;671.563;34.77;138.22;280;5.65;88.13;191.88;22;12.5;3.5;621.25;34.29;102.5;32.51;353.5072;AK
VD-348A;EN 10270-3-1.4310;Closed and ground;5;50;43.7;55;0.8;56.8;365.076;28.41;138.22;280;8;125.63;154.38;14.865;18.5;2.365;337.726;27.93;137.19;115.71;499.786;AL
VD-349;EN 10270-3-1.4310;Closed and ground;5;50;43.7;55;0.8;56.8;672.508;33.78;334.38;410;8;125.63;284.38;21.892;18.5;2.365;621.959;33.3;147;47.94;499.786;AM
VD-349A;EN 10270-3-1.4310;Closed and ground;5;50;43.7;55;0.8;56.8;504.34;30.47;334.38;410;9.57;150.63;259.38;18;22.5;1.944;418.639;29.99;194.7;117.39;597.3052;AN
VD-349A-02;EN 10270-3-1.4310;Closed and ground;5;45;38.7;50;0.8;51.6;379.471;48.17; ;50;1.5;29.45;20.55;13.846;3.25;18.466;336.077;47.6;31.8;13.5;102.3952;AG
VD-349A-04;EN 10270-3-1.4310;Closed and ground;5;45;38.7;50;0.8;51.6;295.704;40.65; ;70;2.2;42.9;27.1;11.818;5.5;10.912;254.24;40.1;46.7;23;146.2788;AH
VD-349A-10;EN 10270-3-1.4310;Closed and ground;5;45;38.7;50;0.8;51.6;362.204;34.9; ;95;2.81;52.75;42.25;12.857;7;8.573;328.961;34.15;56.63;34.87;197.4764;AJ
VD-350;EN 10270-3-1.4310;Closed and ground;5;40;34;45;0.5;46.5;807.373;53.19; ;64;1.38;30.93;33.07;16.857;3.5;24.414;759.277;52.46;32.9;5.6;107.2711;AE
VD-350A;EN 10270-3-1.4310;Closed and ground;5;40;34;45;0.5;46.5;576.549;44.2; ;80;1.9;42.89;37.11;13.636;5.5;15.536;534.601;43.67;45.59;16.76;146.2788;AG
VD-351;EN 10270-3-1.4310;Closed and ground;5;40;34;45;0.5;46.5;817.361;48.61; ;95.5;1.9;42.89;52.61;16.455;5.5;15.536;753.662;47.87;46.99;8.8;146.2788;AG
VD-351A;EN 10270-3-1.4310;Closed and ground;5;40;34;45;0.5;46.5;628.337;43.01; ;110;2.41;54.85;55.15;14;7.5;11.393;586.41;42.28;58.53;20.29;185.2865;AG
VD-351B;EN 10270-3-1.4310;Closed and ground;5;40;34;45;0.5;46.5;628.337;42.8; ;130;2.8;63.82;66.18;13.889;9;9.494;586.466;41.62;68.23;24.34;214.5423;AH
